Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.462,59.5,65,70.9,77.4697,79.0978,81.9576,83.9119,84.6851
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.8,35,39.7,42.3,46,50.7,53.6,56.2,58.2
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.2824,29.7878,38.7012,43.8825,49.7575,56.4191,63.9726,64.8023,65.7177
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.3802,72.1568,74.5168,79.1678,81.4129,81.4055,81.8737,85.008,87.1819
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.33,14,18.9,21.4,24.9603,29.113,33.9565,34.3797,35.0921
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,92.0727
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.9,16,23.6211,29.379,36.5405,45.4477,56.5261,58.0112,58.5357
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.6,30.8,34.8,37.7,41.5,46.5,49.6,52.3,54.4
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.1198,69.8816,71.2723,71.5171,73.4767,77.6088,82.2197,88.2219,89.8052
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.5,22.2658,23.7143,47.13,51.08,62.5,81.6068,82.1725,83.0162
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.5,7,7.79633,10.9,12.4793,14.2874,16.3576,18.7913,19.8434
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.6,19.2328,21.0172,22.967,25.0978,27.4262,29.9707,34.3001,37.3809
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,79.5
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,6,6.3,7,8.79829,11.0586,13.8995,17.4703,17.0457,17.9881
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.0641,78.7883,80.1405,81.201,84.1871,89.555,96.7514,97.3986,97.6927
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.1,86.1,87.8,89.1,89.7,90.5,91.5,92.4,93.2
