Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,200291,203689,206970,210187,213392,217435,221961,226305,230871
Suriname,SUR,"Population, total",SP.POP.TOTL,581627,587757,593713,599513,605768,612317,617896,623164,628886
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752,5426740
Slovenia,SVN,"Population, total",SP.POP.TOTL,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2112076,2120461
Sweden,SWE,"Population, total",SP.POP.TOTL,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941,10536632
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,37471,38249,38996,39712,40385,41008,41571,42139,42749
Seychelles,SYC,"Population, total",SP.POP.TOTL,93419,94677,95843,96762,97625,98462,99258,119878,119773
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,19424618,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,36605,38315,39913,41559,43166,44386,45243,45847,46198
Chad,TCD,"Population, total",SP.POP.TOTL,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,453811483,456099634,458235497,460205526,462219596,463151657,463426293,461268322,458932506
Togo,TGO,"Population, total",SP.POP.TOTL,7663195,7858289,8057140,8258778,8463068,8669720,8878379,9089738,9304337
Thailand,THA,"Population, total",SP.POP.TOTL,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435
Tajikistan,TJK,"Population, total",SP.POP.TOTL,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6215770,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,603091701,609017063,614776664,620274430,625467307,630051021,633862610,637837815,642397939
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1205131,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,631082594,641470827,652312809,663878345,675805691,687728758,699536053,711465045,723911670
Tonga,TON,"Population, total",SP.POP.TOTL,106095,105524,105356,105567,105669,105704,105490,105042,104597
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1537370078,1555111864,1572520427,1589164714,1605412986,1621073417,1634785356,1648009565,1662580579
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1025251114,1052824144,1080941647,1109997000,1139315618,1169015451,1199011925,1229208573,1259902353
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1349667,1353895,1356633,1359193,1363985,1366725,1367558,1365805,1367510
Tunisia,TUN,"Population, total",SP.POP.TOTL,11402264,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431
Turkiye,TUR,"Population, total",SP.POP.TOTL,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85325965
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10963,10930,10869,10751,10581,10399,10194,9992,9816
Tanzania,TZA,"Population, total",SP.POP.TOTL,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606
Uganda,UGA,"Population, total",SP.POP.TOTL,37531446,38799152,40177388,41565831,42999637,44457152,45910930,47312719,48656601
Ukraine,UKR,"Population, total",SP.POP.TOTL,45784896,45616832,45436041,45208907,44957458,44680014,44298640,41048766,37732836
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2688052361,2709558794,2731375253,2751833495,2770250954,2785181241,2796326198,2803432387,2809441887
Uruguay,URY,"Population, total",SP.POP.TOTL,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081
United States,USA,"Population, total",SP.POP.TOTL,321815121,324353340,326608609,328529577,330226227,331577720,332099760,334017321,336806231
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,106960,106349,105663,104926,104167,103526,102841,102046,101323
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,34498,33878,32699,34657,36395,37135,37809,38319,38985
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,107712,107516,107281,107001,106669,106290,105870,105413,104917
Viet Nam,VNM,"Population, total",SP.POP.TOTL,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192
Vanuatu,VUT,"Population, total",SP.POP.TOTL,266101,272087,278507,285259,291985,298858,305868,313046,320409
World,WLD,"Population, total",SP.POP.TOTL,7441826877,7529066617,7614748582,7697492379,7778303912,7855075060,7920861888,7990399768,8064976601
Samoa,WSM,"Population, total",SP.POP.TOTL,201782,203499,205415,207582,209780,211944,213779,215261,216663
Kosovo,XKX,"Population, total",SP.POP.TOTL,1788274,1777568,1791019,1797086,1788891,1790151,1786079,1768096,1682668
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799
South Africa,ZAF,"Population, total",SP.POP.TOTL,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384
Zambia,ZMB,"Population, total",SP.POP.TOTL,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822
